country,obey,public,protest,revolutionary,books
Chile,2,NA,NA,NA,NA
Chile,2,2,2,2,2
Chile,2,1,1,2,1
Chile,1,2,2,1,1
Chile,1,1,1,3,2
Chile,1,2,2,2,2
Chile,1,2,3,2,1
Chile,NA,NA,NA,NA,NA
Chile,1,4,4,3,2
Chile,1,3,3,2,2
Chile,1,4,4,2,2
Chile,1,2,2,2,2
Chile,1,4,4,4,4
Chile,1,NA,1,NA,2
Chile,NA,4,4,4,4
Chile,1,1,1,1,1
Chile,1,2,2,3,3
Chile,2,2,2,1,2
Chile,2,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,2,2,2,2,2
Chile,1,2,2,2,2
Chile,2,3,2,2,2
Chile,1,3,2,2,3
Chile,1,2,1,3,2
Chile,1,2,3,3,2
Chile,2,2,3,3,3
Chile,2,1,1,1,1
Chile,1,2,2,2,2
Chile,NA,2,2,2,2
Chile,1,1,1,2,2
Chile,1,1,1,2,2
Chile,1,1,1,1,1
Chile,1,1,1,1,1
Chile,2,2,3,3,3
Chile,NA,NA,NA,NA,NA
Chile,2,NA,3,NA,NA
Chile,NA,3,4,NA,NA
Chile,NA,NA,NA,NA,NA
Chile,NA,3,3,3,2
Chile,2,NA,NA,2,2
Chile,2,2,3,3,3
Chile,1,1,1,1,1
Chile,1,1,1,1,1
Chile,1,1,1,2,2
Chile,1,2,2,1,1
Chile,1,2,2,3,2
Chile,1,2,2,2,2
Chile,1,2,2,1,2
Chile,1,1,1,1,1
Chile,1,1,1,1,1
Chile,1,1,1,1,1
Chile,1,1,1,2,1
Chile,1,2,2,2,2
Chile,1,1,1,1,1
Chile,1,2,2,1,2
Chile,1,1,1,1,1
Chile,1,1,1,1,1
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,2,3,3,NA,NA
Chile,1,1,NA,3,2
Chile,1,3,2,2,4
Chile,1,NA,NA,NA,NA
Chile,1,4,1,3,2
Chile,1,4,4,1,1
Chile,1,1,1,1,1
Chile,1,NA,NA,3,2
Chile,2,2,2,NA,NA
Chile,2,1,1,1,1
Chile,1,3,3,NA,NA
Chile,2,3,3,3,3
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,3,2,3
Chile,1,NA,NA,NA,NA
Chile,1,2,2,2,2
Chile,2,2,3,3,2
Chile,1,3,3,2,2
Chile,2,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,NA,2,2,2,2
Chile,1,2,1,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,3,2,1
Chile,1,3,2,3,2
Chile,1,3,2,3,3
Chile,1,2,3,3,1
Chile,1,3,2,3,3
Chile,1,3,2,2,2
Chile,1,2,2,2,2
Chile,1,1,1,3,3
Chile,1,3,2,3,3
Chile,1,3,2,1,2
Chile,1,1,2,3,2
Chile,1,1,3,3,2
Chile,1,2,3,3,2
Chile,1,2,3,3,2
Chile,1,4,3,2,2
Chile,1,3,3,2,1
Chile,2,4,2,3,1
Chile,1,2,3,2,2
Chile,1,3,3,3,3
Chile,2,1,1,1,1
Chile,1,2,2,2,2
Chile,1,1,1,1,1
Chile,1,2,2,4,2
Chile,2,1,1,3,1
Chile,2,1,1,1,1
Chile,1,1,1,1,1
Chile,1,1,1,2,2
Chile,1,2,2,1,1
Chile,1,1,1,2,2
Chile,1,1,1,2,2
Chile,1,1,1,1,1
Chile,2,1,1,2,2
Chile,1,1,1,2,1
Chile,1,1,1,2,2
Chile,1,1,1,2,2
Chile,2,1,1,1,1
Chile,1,2,2,2,2
Chile,2,1,1,1,1
Chile,2,1,1,1,1
Chile,1,2,NA,2,2
Chile,2,3,2,3,2
Chile,1,1,2,3,3
Chile,1,2,1,3,2
Chile,1,2,2,2,2
Chile,1,3,3,3,3
Chile,2,2,2,1,1
Chile,1,2,2,2,2
Chile,1,1,1,1,1
Chile,2,1,1,1,1
Chile,1,4,4,2,3
Chile,2,1,1,1,1
Chile,1,2,1,1,1
Chile,1,1,1,1,1
Chile,1,4,2,2,3
Chile,1,3,3,3,3
Chile,1,4,3,2,2
Chile,1,4,3,2,3
Chile,1,3,2,3,3
Chile,2,1,1,1,1
Chile,1,NA,NA,NA,NA
Chile,1,4,4,2,1
Chile,1,1,2,1,1
Chile,2,1,1,1,1
Chile,2,2,2,2,2
Chile,1,2,2,2,2
Chile,2,2,3,2,2
Chile,2,1,1,1,1
Chile,2,NA,4,4,4
Chile,2,2,2,2,2
Chile,2,2,2,1,1
Chile,1,4,4,4,4
Chile,1,1,1,1,1
Chile,1,1,1,1,1
Chile,2,1,1,3,2
Chile,1,1,1,4,1
Chile,1,4,4,4,4
Chile,1,2,2,2,2
Chile,2,2,2,2,2
Chile,2,4,4,2,2
Chile,1,1,1,2,2
Chile,1,2,2,2,2
Chile,1,3,3,1,1
Chile,1,2,2,2,2
Chile,1,3,4,4,4
Chile,1,3,3,3,3
Chile,1,3,3,1,2
Chile,1,3,2,2,2
Chile,1,2,3,2,1
Chile,2,3,3,2,2
Chile,1,2,1,1,1
Chile,1,4,3,4,3
Chile,2,3,3,3,3
Chile,1,3,2,2,3
Chile,1,1,1,1,1
Chile,NA,4,4,2,2
Chile,1,3,3,3,3
Chile,1,2,1,4,1
Chile,1,1,1,1,1
Chile,1,2,2,2,2
Chile,1,1,1,1,1
Chile,1,3,2,2,2
Chile,1,2,1,2,3
Chile,1,2,2,1,1
Chile,1,2,2,1,2
Chile,1,2,3,2,2
Chile,1,2,1,2,2
Chile,1,2,1,3,2
Chile,1,2,2,3,2
Chile,2,1,1,1,1
Chile,1,1,1,1,1
Chile,2,1,1,2,2
Chile,2,2,2,2,2
Chile,2,3,2,3,3
Chile,2,1,1,2,2
Chile,1,4,4,3,2
Chile,1,2,4,4,4
Chile,1,2,2,2,1
Chile,NA,2,3,2,3
Chile,1,2,2,3,3
Chile,1,1,1,4,4
Chile,1,2,2,2,3
Chile,2,2,4,2,3
Chile,2,4,4,4,4
Chile,2,3,3,2,2
Chile,2,2,2,1,1
Chile,1,2,2,3,3
Chile,1,2,3,2,2
Chile,2,1,1,2,1
Chile,2,2,3,3,4
Chile,1,3,3,3,2
Chile,1,2,2,1,1
Chile,2,2,3,3,2
Chile,1,3,2,2,2
Chile,2,1,1,2,2
Chile,2,1,1,1,1
Chile,2,1,1,1,1
Chile,2,2,2,2,2
Chile,2,1,1,1,1
Chile,1,1,1,1,1
Chile,1,2,NA,2,2
Chile,1,2,1,1,1
Chile,1,1,1,1,1
Chile,1,1,1,1,1
Chile,1,2,2,2,2
Chile,2,2,2,1,1
Chile,1,2,1,2,2
Chile,2,3,NA,2,NA
Chile,NA,1,1,1,1
Chile,1,3,2,1,1
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,NA,NA,NA,NA
Chile,1,NA,NA,NA,NA
Chile,1,2,1,1,1
Chile,1,2,2,2,2
Chile,2,4,4,4,4
Chile,2,2,2,3,3
Chile,2,4,4,4,4
Chile,1,3,3,3,3
Chile,1,1,3,4,1
Chile,2,1,1,3,1
Chile,1,NA,NA,NA,NA
Chile,1,2,3,2,2
Chile,2,1,2,1,1
Chile,1,3,1,2,2
Chile,1,3,3,3,3
Chile,1,2,3,3,3
Chile,2,1,1,1,1
Chile,2,1,1,4,4
Chile,1,1,2,3,4
Chile,2,1,1,4,4
Chile,2,1,2,4,2
Chile,2,1,1,3,1
Chile,1,3,3,3,3
Chile,2,1,2,2,1
Chile,1,1,1,4,3
Chile,2,1,1,3,2
Chile,2,2,1,3,3
Chile,1,3,3,3,3
Chile,1,2,2,4,4
Chile,2,2,2,4,4
Chile,2,3,3,2,2
Chile,1,2,2,4,2
Chile,1,2,4,3,3
Chile,2,1,2,4,4
Chile,1,1,4,4,4
Chile,1,4,3,4,3
Chile,1,1,1,1,1
Chile,2,1,1,NA,2
Chile,1,1,1,1,1
Chile,1,1,1,1,1
Chile,1,2,2,2,2
Chile,2,1,1,1,1
Chile,2,2,4,2,2
Chile,1,2,2,2,2
Chile,1,4,4,2,2
Chile,1,2,3,2,1
Chile,1,2,2,2,2
Chile,1,2,4,2,2
Chile,1,1,1,1,1
Chile,1,1,3,4,3
Chile,2,1,1,4,1
Chile,2,1,1,1,2
Chile,1,1,1,1,1
Chile,1,1,2,2,NA
Chile,1,1,1,1,1
Chile,1,2,4,1,2
Chile,2,2,3,4,4
Chile,1,2,2,2,1
Chile,2,1,1,4,1
Chile,2,NA,NA,NA,NA
Chile,2,2,2,4,2
Chile,2,NA,NA,NA,NA
Chile,1,1,1,4,4
Chile,NA,NA,NA,NA,NA
Chile,1,4,4,4,4
Chile,NA,NA,NA,NA,NA
Chile,1,NA,NA,NA,NA
Chile,2,3,3,3,3
Chile,1,2,3,4,4
Chile,NA,NA,NA,NA,NA
Chile,1,1,2,3,2
Chile,2,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,3,3,3,3
Chile,1,NA,NA,2,2
Chile,1,4,4,4,4
Chile,1,2,2,2,2
Chile,NA,2,2,2,2
Chile,1,1,1,2,2
Chile,2,2,2,2,2
Chile,2,3,3,3,3
Chile,2,3,2,3,2
Chile,1,3,3,3,3
Chile,1,4,3,2,2
Chile,1,4,3,4,3
Chile,1,3,3,3,3
Chile,1,NA,NA,NA,NA
Chile,2,4,4,2,2
Chile,1,2,2,2,2
Chile,2,2,2,2,2
Chile,2,2,2,2,2
Chile,1,4,4,2,2
Chile,2,2,2,2,2
Chile,1,2,2,2,2
Chile,2,2,2,2,2
Chile,1,2,2,3,3
Chile,1,2,2,2,2
Chile,1,2,2,3,3
Chile,2,2,4,4,2
Chile,2,3,3,3,3
Chile,2,1,1,3,2
Chile,1,2,2,2,2
Chile,1,2,2,3,2
Chile,1,3,3,4,3
Chile,1,3,2,3,3
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,1,1,2,2
Chile,1,4,4,3,3
Chile,1,1,1,3,2
Chile,1,2,2,2,2
Chile,2,1,1,1,1
Chile,1,2,2,3,3
Chile,1,2,2,2,2
Chile,2,2,2,4,4
Chile,1,2,2,2,2
Chile,1,3,3,4,4
Chile,2,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,4,4
Chile,1,3,3,3,3
Chile,1,1,1,3,3
Chile,1,2,2,3,3
Chile,1,2,2,4,4
Chile,2,1,1,3,3
Chile,1,2,2,4,4
Chile,1,2,2,4,4
Chile,1,2,2,3,3
Chile,1,3,2,3,2
Chile,1,3,3,3,3
Chile,1,3,2,3,3
Chile,2,3,3,3,3
Chile,2,2,2,2,2
Chile,2,3,3,3,3
Chile,2,4,4,4,4
Chile,2,3,2,4,3
Chile,2,3,3,3,3
Chile,2,NA,NA,NA,NA
Chile,2,NA,NA,4,3
Chile,1,4,4,4,4
Chile,2,2,2,3,3
Chile,2,1,1,3,2
Chile,2,3,3,3,2
Chile,1,2,3,2,2
Chile,2,4,4,4,4
Chile,1,4,4,4,2
Chile,1,2,2,3,3
Chile,1,4,3,2,2
Chile,1,2,2,2,2
Chile,2,3,2,2,2
Chile,1,2,2,3,3
Chile,1,3,3,3,3
Chile,NA,NA,2,2,2
Chile,1,3,3,3,3
Chile,2,2,NA,3,3
Chile,1,2,3,2,2
Chile,1,3,4,2,2
Chile,2,NA,2,4,2
Chile,2,1,1,4,3
Chile,2,1,1,2,2
Chile,2,1,1,4,NA
Chile,2,3,3,4,4
Chile,1,1,1,3,3
Chile,2,3,3,2,2
Chile,1,1,1,1,1
Chile,1,3,3,2,2
Chile,2,3,3,3,NA
Chile,2,4,4,4,2
Chile,1,4,4,3,3
Chile,2,2,2,2,2
Chile,2,4,4,3,2
Chile,1,4,3,2,2
Chile,1,4,4,2,3
Chile,1,4,4,3,2
Chile,2,4,4,3,2
Chile,2,4,4,4,4
Chile,1,4,4,2,2
Chile,2,2,2,2,2
Chile,1,4,4,4,2
Chile,1,4,4,4,2
Chile,1,4,4,4,1
Chile,1,2,2,3,3
Chile,2,1,1,2,1
Chile,2,1,2,1,1
Chile,2,1,1,1,1
Chile,2,2,4,4,4
Chile,1,1,1,1,1
Chile,1,4,1,4,4
Chile,1,3,2,4,2
Chile,1,1,4,1,1
Chile,1,1,1,2,2
Chile,1,4,4,2,2
Chile,1,4,2,2,2
Chile,1,1,1,1,1
Chile,2,1,1,1,1
Chile,1,4,4,NA,2
Chile,1,1,2,3,1
Chile,2,4,4,4,4
Chile,2,2,3,1,1
Chile,1,2,2,2,2
Chile,2,2,2,2,2
Chile,2,4,4,3,2
Chile,1,4,4,4,3
Chile,1,4,4,2,2
Chile,2,4,4,3,3
Chile,2,2,2,2,2
Chile,2,2,2,2,2
Chile,1,2,2,2,2
Chile,2,2,2,2,2
Chile,1,2,2,2,2
Chile,2,2,2,2,3
Chile,2,2,2,2,2
Chile,2,NA,NA,NA,NA
Chile,1,2,2,2,2
Chile,2,2,2,2,2
Chile,2,2,2,2,2
Chile,1,2,2,2,2
Chile,NA,NA,NA,2,NA
Chile,1,3,4,3,1
Chile,1,3,2,3,3
Chile,NA,4,2,1,1
Chile,2,1,1,1,1
Chile,NA,4,4,2,2
Chile,1,4,4,3,3
Chile,2,2,2,2,2
Chile,1,2,2,2,2
Chile,2,2,2,2,2
Chile,2,2,3,2,2
Chile,2,2,2,2,2
Chile,2,2,2,2,2
Chile,2,2,2,2,2
Chile,2,1,1,1,1
Chile,2,2,2,2,2
Chile,2,1,1,1,1
Chile,2,2,2,2,2
Chile,1,1,2,1,1
Chile,1,1,1,1,1
Chile,2,1,1,1,NA
Chile,2,1,4,1,1
Chile,2,2,2,1,1
Chile,1,1,2,1,1
Chile,2,3,4,4,1
Chile,2,2,2,1,2
Chile,2,2,4,NA,2
Chile,1,2,4,1,1
Chile,2,4,4,2,2
Chile,1,4,4,4,2
Chile,2,3,4,NA,NA
Chile,1,1,1,3,2
Chile,2,2,2,4,1
Chile,2,4,2,4,3
Chile,2,1,1,4,1
Chile,2,4,4,4,2
Chile,2,2,2,2,4
Chile,1,NA,NA,NA,NA
Chile,1,NA,NA,NA,NA
Chile,1,NA,3,3,3
Chile,1,NA,NA,NA,NA
Chile,1,2,2,2,3
Chile,2,1,1,1,1
Chile,1,4,4,1,1
Chile,2,1,1,1,1
Chile,1,4,1,1,1
Chile,2,1,3,4,1
Chile,1,4,4,4,1
Chile,1,2,2,2,2
Chile,1,2,2,3,2
Chile,2,3,2,2,2
Chile,1,2,2,2,2
Chile,2,3,2,NA,NA
Chile,2,2,2,2,2
Chile,1,1,1,1,1
Chile,1,3,2,2,2
Chile,2,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,2,2,2,4,4
Chile,1,2,2,2,2
Chile,1,2,2,2,2
Chile,1,NA,NA,NA,NA
Chile,2,1,2,4,1
Chile,NA,NA,NA,NA,NA
Chile,2,1,1,1,1
Chile,1,NA,NA,NA,NA
Chile,2,1,4,4,NA
Chile,1,3,3,3,NA
Chile,2,1,1,4,4
Chile,1,2,2,4,2
Chile,1,2,2,4,4
Chile,2,3,4,4,4
Chile,1,1,1,3,4
Chile,1,2,2,1,1
Chile,1,2,2,3,3
Chile,2,3,3,2,2
Chile,1,2,3,3,3
Chile,2,2,2,1,1
Chile,1,2,2,4,4
Czechia,1,2,3,NA,2
Czechia,NA,2,2,3,2
Czechia,1,1,1,1,1
Czechia,1,2,2,2,2
Czechia,1,2,2,3,3
Czechia,NA,1,3,1,3
Czechia,1,2,1,1,1
Czechia,2,1,1,1,1
Czechia,1,1,2,4,4
Czechia,1,2,3,2,1
Czechia,1,1,2,2,3
Czechia,1,2,2,2,1
Czechia,1,2,2,2,2
Czechia,1,2,2,NA,NA
Czechia,2,2,2,2,2
Czechia,2,2,2,2,2
Czechia,2,2,2,3,3
Czechia,1,2,1,1,2
Czechia,1,2,3,2,1
Czechia,1,2,2,3,3
Czechia,1,1,1,1,1
Czechia,1,1,1,3,3
Czechia,1,2,1,1,1
Czechia,1,2,2,1,2
Czechia,1,2,3,2,NA
Czechia,2,2,2,1,4
Czechia,2,2,3,3,3
Czechia,2,2,2,3,3
Czechia,1,1,1,3,3
Czechia,1,1,2,2,2
Czechia,2,2,2,2,2
Czechia,2,2,3,3,2
Czechia,1,1,1,1,1
Czechia,NA,NA,NA,2,NA
Czechia,2,2,2,2,2
Czechia,1,1,1,2,2
Czechia,1,2,2,1,2
Czechia,2,2,2,3,3
Czechia,2,1,4,4,1
Czechia,1,1,1,3,3
Czechia,2,2,2,3,3
Czechia,2,2,2,1,1
Czechia,NA,2,2,1,1
Czechia,2,2,2,4,4
Czechia,2,1,2,2,2
Czechia,1,2,2,2,2
Czechia,1,2,2,2,2
Czechia,1,2,2,3,3
Czechia,1,1,1,1,1
Czechia,1,1,1,4,3
Czechia,1,3,2,3,3
Czechia,1,1,1,1,1
Czechia,1,2,3,1,2
Czechia,NA,1,1,1,2
Czechia,1,2,2,3,3
Czechia,2,1,3,2,2
Czechia,1,2,2,2,2
Czechia,2,2,2,2,2
Czechia,1,1,1,2,2
Czechia,1,2,3,3,3
Czechia,1,1,1,3,2
Czechia,2,1,1,2,2
Czechia,2,1,2,2,2
Czechia,1,2,2,2,2
Czechia,2,1,1,2,2
Czechia,2,1,2,3,2
Czechia,NA,1,1,1,1
Czechia,2,2,3,3,NA
Czechia,1,1,1,1,2
Czechia,NA,2,2,NA,NA
Czechia,2,2,1,2,1
Czechia,1,1,1,1,1
Czechia,2,1,1,2,2
Czechia,1,1,1,1,1
Czechia,1,1,2,3,3
Czechia,1,2,2,4,4
Czechia,1,1,1,1,1
Czechia,NA,3,3,3,NA
Czechia,1,1,1,2,1
Czechia,1,1,1,2,2
Czechia,2,4,2,1,1
Czechia,1,2,3,1,3
Czechia,1,1,1,1,1
Czechia,2,4,4,2,2
Czechia,NA,2,3,3,3
Czechia,1,1,1,2,1
Czechia,1,1,3,4,4
Czechia,1,1,1,2,2
Czechia,2,1,1,2,2
Czechia,1,2,2,2,2
Czechia,2,2,2,2,2
Czechia,1,1,1,2,2
Czechia,NA,1,1,1,1
Czechia,1,1,1,NA,NA
Czechia,1,2,3,2,2
Czechia,2,2,2,3,3
Czechia,1,1,1,4,4
Czechia,2,1,2,2,3
Czechia,1,2,3,2,4
Czechia,2,1,1,2,1
Czechia,2,2,2,2,NA
Czechia,1,1,1,2,1
Czechia,1,2,2,2,2
Czechia,1,4,3,3,NA
Czechia,1,1,1,3,3
Czechia,2,2,4,4,2
Czechia,1,1,1,1,1
Czechia,1,2,2,1,1
Czechia,1,1,1,2,3
Czechia,2,2,3,3,2
Czechia,1,3,3,4,4
Czechia,NA,NA,NA,NA,NA
Czechia,1,1,3,3,2
Czechia,1,2,NA,NA,NA
Czechia,2,2,2,2,2
Czechia,2,NA,NA,NA,NA
Czechia,1,1,1,1,3
Czechia,2,2,2,3,3
Czechia,1,2,3,2,2
Czechia,1,2,2,2,2
Czechia,1,1,1,2,2
Czechia,1,3,3,2,3
Czechia,1,3,3,3,2
Czechia,1,3,3,3,NA
Czechia,1,1,1,4,4
Czechia,1,3,3,2,1
Czechia,1,2,2,2,2
Czechia,1,1,4,2,2
Czechia,2,1,1,1,1
Czechia,2,1,1,1,1
Czechia,2,2,2,3,4
Czechia,1,3,2,2,2
Czechia,2,3,4,3,3
Czechia,1,2,2,2,2
Czechia,1,3,3,2,2
Czechia,2,3,3,3,NA
Czechia,2,2,2,2,1
Czechia,1,1,1,1,1
Czechia,2,2,2,3,3
Czechia,1,1,1,1,1
Czechia,1,2,2,2,2
Czechia,1,1,1,2,2
Czechia,2,2,2,2,2
Czechia,1,1,1,1,1
Czechia,1,1,1,NA,NA
Czechia,2,1,2,3,2
Czechia,2,2,2,2,2
Czechia,1,3,3,3,3
Czechia,1,2,2,2,2
Czechia,1,2,1,1,1
Czechia,1,3,3,3,3
Czechia,1,1,1,2,2
Czechia,1,2,3,2,2
Czechia,NA,2,2,1,2
Czechia,2,2,2,2,2
Czechia,2,1,1,4,4
Czechia,1,2,3,2,1
Czechia,1,2,2,3,3
Czechia,2,1,1,2,2
Czechia,NA,2,1,1,2
Czechia,1,2,3,3,2
Czechia,1,1,2,2,1
Czechia,1,1,3,4,3
Czechia,2,1,3,3,2
Czechia,2,1,1,NA,NA
Czechia,1,1,2,1,NA
Czechia,2,1,1,1,2
Czechia,1,1,1,1,1
Czechia,1,1,3,3,3
Czechia,2,3,3,3,4
Czechia,2,1,1,1,1
Czechia,1,1,1,2,2
Czechia,2,2,2,2,2
Czechia,1,1,1,1,2
Czechia,2,1,1,2,2
Czechia,1,2,3,2,3
Czechia,2,3,3,3,3
Czechia,1,2,2,2,2
Czechia,2,1,2,4,4
Czechia,2,1,1,2,2
Czechia,2,NA,NA,3,3
Czechia,1,1,1,1,1
Czechia,2,2,1,2,3
Czechia,2,1,2,1,3
Czechia,1,2,3,2,2
Czechia,NA,NA,NA,4,4
Czechia,2,2,2,2,2
Czechia,NA,2,2,2,3
Czechia,1,2,3,2,2
Czechia,2,2,2,2,2
Czechia,2,2,2,3,3
Czechia,1,3,3,4,4
Czechia,2,1,2,4,3
Czechia,1,1,2,3,3
Czechia,1,2,2,2,2
Czechia,2,2,3,2,2
Czechia,1,2,2,2,2
Czechia,1,1,2,3,3
Czechia,1,1,2,3,3
Czechia,2,1,1,2,2
Czechia,1,1,1,1,2
Czechia,1,1,2,2,1
Czechia,1,2,3,2,2
Czechia,1,1,1,1,NA
Czechia,2,1,4,2,4
Czechia,1,1,1,3,3
Czechia,1,4,4,4,4
Czechia,2,1,2,2,2
Czechia,1,2,2,3,3
Czechia,1,1,2,2,2
Czechia,1,2,2,2,2
Czechia,2,1,1,4,4
Czechia,1,1,1,4,3
Czechia,2,1,3,2,1
Czechia,1,1,3,4,4
Czechia,1,1,1,1,1
Czechia,2,3,3,3,3
Czechia,1,2,3,1,1
Czechia,1,1,1,1,2
Czechia,1,3,3,2,2
Czechia,2,1,1,3,4
Czechia,1,3,3,4,4
Czechia,2,2,2,3,2
Czechia,1,2,2,2,2
Czechia,2,2,2,2,2
Czechia,1,2,1,2,NA
Czechia,1,1,2,3,2
Czechia,2,2,2,2,2
Czechia,1,2,2,3,3
Czechia,1,2,1,2,2
Czechia,1,2,3,3,2
Czechia,1,3,2,1,NA
Czechia,2,NA,NA,NA,NA
Czechia,1,1,1,1,1
Czechia,2,1,1,1,1
Czechia,1,1,4,2,2
Czechia,1,2,2,4,4
Czechia,2,2,2,3,NA
Czechia,1,1,2,3,3
Czechia,1,1,1,1,1
Czechia,1,1,2,1,2
Czechia,2,2,2,3,3
Czechia,1,1,3,2,NA
Czechia,1,3,3,3,3
Czechia,1,1,1,1,1
Czechia,1,2,2,2,3
Czechia,1,3,4,3,2
Czechia,2,2,1,2,1
Czechia,2,1,1,2,2
Czechia,1,1,3,3,3
Czechia,2,1,2,4,3
Czechia,1,1,1,1,1
Czechia,2,2,2,3,2
Czechia,2,2,1,1,2
Czechia,2,1,1,3,2
Czechia,2,3,2,2,2
Czechia,2,2,2,3,3
Czechia,1,1,1,2,2
Czechia,2,3,NA,3,1
Czechia,1,2,2,3,3
Czechia,2,2,2,3,3
Czechia,2,1,1,3,2
Czechia,1,1,4,2,3
Czechia,1,1,1,3,1
Czechia,NA,NA,NA,NA,NA
Czechia,1,2,1,2,1
Czechia,2,1,2,2,2
Czechia,1,NA,NA,4,4
Czechia,1,2,2,2,2
Czechia,1,1,2,1,1
Czechia,1,2,2,2,2
Czechia,1,2,2,2,2
Czechia,2,1,1,2,2
Czechia,1,NA,NA,NA,NA
Czechia,2,1,1,2,2
Czechia,NA,1,1,3,2
Czechia,NA,3,3,3,3
Czechia,1,1,1,3,3
Czechia,1,2,2,2,2
Czechia,NA,1,1,3,2
Czechia,2,2,3,3,3
Czechia,1,1,1,1,1
Czechia,NA,1,2,2,3
Czechia,1,4,4,4,4
Czechia,2,2,2,2,2
Czechia,1,3,3,4,3
Czechia,2,1,1,1,2
Czechia,1,2,2,3,4
Czechia,2,2,4,3,2
Czechia,1,1,3,3,3
Czechia,2,1,2,1,1
Czechia,2,2,4,4,3
Czechia,1,3,3,4,4
Czechia,1,1,1,4,4
Czechia,1,3,4,3,3
Czechia,2,2,2,2,2
Czechia,1,1,3,1,3
Czechia,NA,2,2,1,2
Czechia,2,2,2,2,2
Czechia,1,1,2,2,2
Czechia,1,2,2,2,2
Czechia,1,2,3,4,2
Czechia,1,3,3,3,3
Czechia,2,2,3,2,2
Czechia,1,1,1,2,2
Czechia,1,1,2,2,2
Czechia,1,1,2,3,2
Czechia,1,2,2,3,2
Czechia,1,2,2,2,2
Czechia,1,4,4,2,1
Czechia,2,2,1,1,1
Czechia,1,1,2,1,1
Czechia,2,2,2,2,3
Czechia,1,2,2,2,3
Czechia,1,NA,NA,NA,NA
Czechia,1,3,3,3,3
Czechia,2,2,2,2,2
Czechia,1,2,2,3,3
Czechia,NA,2,2,2,2
Czechia,1,2,2,2,3
Czechia,1,2,2,1,1
Czechia,2,1,3,3,3
Czechia,1,2,2,2,2
Czechia,1,2,2,2,3
Czechia,NA,2,3,3,4
Czechia,1,3,3,2,4
Czechia,2,1,1,3,3
Czechia,1,1,1,1,1
Czechia,2,2,3,4,4
Czechia,1,2,2,2,NA
Czechia,1,1,2,NA,NA
Czechia,1,1,1,1,1
Czechia,2,1,1,3,3
Czechia,1,1,1,4,4
Czechia,2,2,1,1,2
Czechia,1,2,2,3,3
Czechia,1,2,2,3,2
Czechia,1,1,1,2,1
Czechia,1,1,1,2,1
Czechia,1,2,3,1,3
Czechia,1,1,2,2,2
Czechia,1,1,1,1,1
Czechia,1,4,2,2,3
Czechia,1,1,4,2,2
Czechia,1,1,1,1,1
Czechia,1,2,2,3,2
Czechia,2,2,2,2,1
Czechia,2,1,2,2,2
Czechia,1,2,2,2,2
Czechia,2,2,2,4,4
Czechia,1,2,2,3,3
Czechia,1,1,2,2,2
Czechia,NA,1,1,2,2
Czechia,2,2,2,3,3
Czechia,1,4,4,4,4
Czechia,1,2,2,2,2
Czechia,2,1,2,2,1
Czechia,2,2,3,2,NA
Czechia,1,3,3,4,4
Czechia,2,1,1,1,3
Czechia,1,1,2,2,3
Czechia,2,2,2,3,NA
Czechia,2,1,3,2,2
Czechia,1,2,2,3,3
Czechia,1,2,2,2,2
Czechia,1,1,1,1,1
Czechia,1,1,1,1,1
Czechia,2,2,2,1,2
Czechia,2,2,2,NA,2
Czechia,1,3,3,4,3
Czechia,1,3,3,4,4
Czechia,1,NA,NA,3,4
Czechia,2,1,3,1,3
Czechia,2,2,3,2,1
Czechia,1,2,2,1,1
Czechia,1,2,NA,4,NA
Czechia,2,1,1,2,2
Czechia,2,1,1,1,1
Czechia,1,1,1,1,1
Czechia,1,3,3,3,3
Czechia,2,2,2,2,2
Czechia,2,2,3,2,3
Czechia,1,2,2,4,NA
Czechia,1,3,3,3,3
Czechia,1,1,1,2,1
Czechia,1,1,1,2,2
Czechia,1,2,2,2,2
Czechia,NA,2,1,3,NA
Czechia,2,2,2,3,2
Czechia,1,1,1,1,1
Czechia,1,2,2,2,1
Czechia,2,2,2,2,2
Czechia,2,2,2,2,1
Czechia,2,3,2,2,2
Czechia,1,2,NA,4,4
Czechia,1,2,2,2,2
Czechia,2,2,2,3,2
Czechia,1,3,2,3,3
Czechia,NA,2,3,4,4
Czechia,2,2,2,3,2
Czechia,1,1,2,4,4
Czechia,1,3,3,NA,NA
